ip,dist,delays
172.24.52.71,210.26.80.162,"[['192.168.13.1', ['9', '7', '4']], ['10.1.1.1', ['5', '2', '2']], ['202.112.5.229', ['2', '2', '5']], ['101.4.113.233', ['10', '4', '4']], ['101.4.112.14', ['*', '18', '21']], ['101.4.117.78', ['33', '32', '29']], ['101.4.117.222', ['28', '28', '34']], ['210.26.80.6', ['38', '28', '27']], ['210.26.80.22', ['*', '28', '29']], ['210.26.80.162', ['28', '32', '49']]]"
172.24.52.71,113.204.166.30,"[['192.168.13.1', ['5', '5', '5']], ['10.1.1.1', ['2', '3', '7']], ['61.148.29.225', ['8', '6', '5']], ['61.148.153.157', ['6', '9', '5']], ['61.148.4.237', ['9', '3', '23']], ['61.149.203.49', ['*', '4', '*']], ['219.158.12.70', ['62', '49', '47']], ['221.5.253.146', ['37', '35', '36']], ['113.204.166.1', ['35', '39', '34']], ['113.204.166.2', ['34', '41', '54']], ['。\n', ['113.', '.166.2', '告: 无法访']]]"
172.24.52.71,124.152.32.111,"[['192.168.13.1', ['39', '8', '64']], ['10.1.1.1', ['12', '11', '9']], ['61.148.29.225', ['14', '46', '20']], ['61.148.153.157', ['*', '7', '9']], ['61.148.4.237', ['3', '3', '3']], ['219.158.103.62', ['58', '27', '53']], ['60.13.21.10', ['52', '34', '38']], ['60.13.21.98', ['37', '39', '36']]]"
172.24.52.71,202.196.240.115,"[['192.168.13.1', ['7', '37', '22']], ['10.1.1.1', ['2', '1', '1']], ['202.112.5.229', ['16', '3', '3']], ['101.4.113.233', ['5', '4', '4']], ['101.4.112.2', ['29', '13', '13']], ['101.4.115.58', ['14', '*', '*']], ['210.43.145.86', ['24', '19', '25']], ['222.21.221.166', ['21', '16', '38']]]"
172.24.52.71,221.204.163.164,"[['192.168.13.1', ['15', '7', '4']], ['10.1.1.1', ['2', '7', '8']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['3', '3', '2']], ['61.148.4.213', ['16', '7', '11']], ['219.158.19.194', ['14', '16', '17']], ['218.26.151.166', ['*', '*', '17']], ['221.204.201.182', ['16', '*', '*']], ['221.204.191.198', ['86', '17', '16']], ['221.204.236.106', ['53', '15', '16']]]"
172.24.52.71,218.196.240.2,"[['192.168.13.1', ['13', '7', '5']], ['10.1.1.1', ['3', '1', '2']], ['202.112.5.229', ['2', '3', '3']], ['101.4.113.233', ['9', '3', '13']], ['101.4.112.2', ['13', '13', '13']], ['210.43.145.86', ['18', '15', '13']]]"
172.24.52.71,222.179.134.199,"[['192.168.13.1', ['16', '4', '5']], ['10.1.1.1', ['2', '4', '3']], ['61.148.29.225', ['6', '7', '3']], ['61.148.153.149', ['3', '2', '6']], ['219.158.101.106', ['40', '39', '39']], ['219.158.106.218', ['41', '35', '40']], ['222.176.88.153', ['35', '36', '39']], ['222.176.9.186', ['36', '42', '42']], ['222.176.17.114', ['52', '39', '34']], ['222.179.128.98', ['37', '37', '48']], ['222.179.134.199', ['*', '35', '35']]]"
172.24.52.71,202.207.240.104,"[['192.168.13.1', ['31', '13', '11']], ['10.1.1.1', ['4', '5', '1']], ['202.112.5.229', ['3', '2', '2']], ['101.4.113.233', ['8', '6', '5']], ['101.4.116.214', ['7', '2', '2']], ['202.207.240.104', ['14', '11', '13']]]"
172.24.52.71,39.98.77.97,"[['192.168.13.1', ['44', '14', '11']], ['10.1.1.1', ['3', '1', '1']], ['61.148.29.225', ['3', '3', '4']], ['61.148.153.157', ['5', '7', '6']], ['61.148.158.69', ['*', '21', '*']], ['125.33.184.118', ['36', '2', '5']], ['39.98.77.97', ['10', '9', '9']]]"
172.24.52.71,59.49.52.180,"[['192.168.13.1', ['10', '42', '46']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['2', '105', '16']], ['61.148.153.157', ['4', '3', '3']], ['61.148.157.229', ['4', '*', '*']], ['125.33.186.85', ['32', '10', '8']], ['219.158.105.94', ['27', '17', '51']], ['219.158.18.214', ['*', '*', '24']], ['202.97.68.217', ['27', '12', '44']], ['219.149.138.54', ['*', '30', '15']], ['219.149.139.141', ['21', '*', '14']]]"
172.24.52.71,203.107.45.167,"[['192.168.13.1', ['13', '13', '9']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.149', ['3', '3', '4']], ['202.106.36.145', ['3', '*', '*']], ['219.158.4.238', ['14', '10', '23']], ['123.129.205.250', ['12', '12', '13']], ['203.107.45.167', ['14', '13', '24']]]"
172.24.52.71,101.69.225.137,"[['192.168.13.1', ['5', '5', '4']], ['10.1.1.1', ['1', '3', '2']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.157', ['6', '9', '7']], ['61.148.157.229', ['3', '*', '*']], ['125.33.186.101', ['7', '*', '*']], ['219.158.99.6', ['34', '31', '33']], ['124.160.66.1', ['88', '37', '*']], ['101.68.76.218', ['61', '32', '40']]]"
172.24.52.71,123.147.194.210,"[['192.168.13.1', ['9', '49', '4']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['3', '6', '6']], ['61.148.153.157', ['6', '3', '3']], ['61.148.157.229', ['*', '33', '4']], ['219.158.12.70', ['69', '42', '47']], ['221.5.253.94', ['*', '36', '32']], ['221.5.251.254', ['35', '33', '39']], ['123.147.194.209', ['37', '36', '191']], ['123.147.194.210', ['61', '109', '84']]]"
172.24.52.71,202.202.198.62,"[['192.168.13.1', ['83', '7', '6']], ['10.1.1.1', ['7', '2', '6']], ['202.112.5.229', ['4', '2', '2']], ['101.4.113.233', ['3', '2', '7']], ['101.4.115.202', ['38', '30', '29']], ['101.4.112.29', ['48', '45', '40']], ['101.4.115.62', ['47', '46', '45']], ['202.202.217.106', ['43', '41', '41']]]"
172.24.52.71,211.84.228.180,"[['192.168.13.1', ['5', '7', '7']], ['10.1.1.1', ['10', '6', '2']], ['202.112.5.229', ['3', '2', '2']], ['101.4.113.233', ['4', '5', '7']], ['101.4.112.2', ['41', '23', '17']], ['210.43.145.86', ['22', '62', '13']]]"
172.24.52.71,202.202.96.35,"[['192.168.13.1', ['6', '6', '35']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['22', '47', '2']], ['101.4.113.233', ['8', '3', '7']], ['101.4.112.2', ['35', '13', '15']], ['101.4.117.37', ['23', '23', '50']], ['101.4.112.29', ['37', '39', '36']], ['101.4.115.62', ['43', '38', '39']], ['202.202.217.106', ['58', '38', '38']], ['202.202.21.130', ['*', '40', '38']], ['202.202.22.58', ['*', '40', '*']], ['202.202.97.85', ['77', '42', '38']]]"
172.24.52.71,47.94.217.171,"[['192.168.13.1', ['5', '41', '44']], ['10.1.1.1', ['3', '2', '2']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['3', '7', '3']], ['61.148.4.213', ['6', '4', '4']], ['125.33.185.114', ['12', '5', '7']], ['61.49.143.82', ['13', '*', '9']], ['47.94.217.171', ['16', '7', '7']]]"
172.24.52.71,218.6.145.17,"[['192.168.13.1', ['71', '17', '120']], ['10.1.1.1', ['1', '3', '2']], ['61.148.29.225', ['23', '4', '3']], ['61.148.153.149', ['4', '2', '3']], ['202.106.36.145', ['*', '19', '19']], ['219.158.110.210', ['42', '39', '39']], ['219.158.108.142', ['62', '40', '40']], ['202.97.24.41', ['*', '48', '*']], ['110.188.7.74', ['60', '37', '42']], ['61.157.149.142', ['*', '35', '47']]]"
172.24.52.71,218.75.123.182,"[['192.168.13.1', ['45', '149', '222']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.149', ['6', '2', '6']], ['202.106.230.81', ['*', '3', '*']], ['125.33.186.157', ['*', '4', '5']], ['219.158.112.90', ['36', '31', '38']], ['61.164.3.177', ['36', '26', '29']], ['60.12.8.162', ['31', '32', '31']]]"
172.24.52.71,60.205.209.20,"[['192.168.13.1', ['12', '5', '103']], ['10.1.1.1', ['3', '6', '2']], ['61.148.29.225', ['4', '2', '6']], ['61.148.153.149', ['2', '2', '2']], ['61.49.143.30', ['4', '4', '4']], ['60.205.209.20', ['20', '11', '12']]]"
172.24.52.71,122.225.231.9,"[['192.168.13.1', ['4', '12', '65']], ['10.1.1.1', ['4', '2', '6']], ['61.148.29.225', ['2', '6', '3']], ['61.148.153.157', ['11', '22', '3']], ['61.148.158.69', ['8', '*', '*']], ['219.158.6.166', ['42', '26', '45']], ['219.158.5.74', ['65', '32', '30']], ['202.97.81.45', ['34', '36', '31']], ['202.97.87.141', ['25', '*', '*']], ['202.97.33.222', ['38', '39', '29']], ['61.164.1.194', ['55', '37', '34']], ['60.190.244.118', ['42', '40', '40']], ['122.225.231.9', ['80', '34', '31']]]"
172.24.52.71,202.97.153.167,"[['192.168.13.1', ['27', '95', '16']], ['10.1.1.1', ['4', '6', '6']], ['61.148.29.225', ['5', '4', '5']], ['61.148.153.157', ['9', '3', '7']], ['124.65.194.89', ['5', '7', '8']], ['219.158.7.138', ['39', '10', '10']], ['60.222.7.182', ['16', '19', '17']], ['60.222.2.178', ['46', '16', '16']]]"
172.24.52.71,202.201.13.121,"[['192.168.13.1', ['7', '5', '4']], ['10.1.1.1', ['6', '1', '2']], ['202.112.5.229', ['2', '2', '5']], ['101.4.113.233', ['3', '3', '3']], ['101.4.112.14', ['34', '25', '26']], ['101.4.117.78', ['46', '30', '30']], ['101.4.117.222', ['58', '28', '29']]]"
172.24.52.71,222.31.2.241,"[['192.168.13.1', ['9', '4', '5']], ['10.1.1.1', ['100', '7', '2']], ['202.112.5.229', ['5', '6', '7']], ['101.4.113.233', ['5', '4', '3']], ['101.4.116.214', ['2', '1', '2']], ['222.31.2.241', ['29', '38', '13']]]"
172.24.52.71,118.114.52.94,"[['192.168.13.1', ['10', '7', '4']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.149', ['8', '8', '2']], ['202.106.230.81', ['6', '*', '*']], ['219.158.110.210', ['43', '47', '43']], ['219.158.24.170', ['101', '34', '47']], ['202.97.95.53', ['*', '60', '36']], ['110.188.4.33', ['*', '40', '*']], ['118.112.215.170', ['*', '87', '34']]]"
172.24.52.71,210.33.80.45,"[['192.168.13.1', ['37', '48', '14']], ['10.1.1.1', ['3', '1', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['3', '3', '4']], ['101.4.112.70', ['*', '8', '6']], ['101.4.116.117', ['13', '11', '10']], ['101.4.117.29', ['56', '30', '29']], ['101.4.117.46', ['43', '34', '32']], ['101.4.115.70', ['32', '32', '34']], ['210.32.127.2', ['33', '31', '31']], ['210.33.80.2', ['54', '36', '41']], ['210.33.80.45', ['57', '37', '37']], ['210.33.80.45', ['60', '51', '43']], ['210.33.80.45', ['52', '39', '37']]]"
172.24.52.71,211.64.142.153,"[['192.168.13.1', ['27', '9', '11']], ['10.1.1.1', ['1', '2', '4']], ['202.112.5.229', ['5', '2', '2']], ['101.4.113.233', ['3', '2', '3']], ['101.4.112.70', ['*', '5', '4']], ['101.4.116.117', ['10', '10', '15']], ['101.4.116.150', ['20', '16', '41']], ['101.4.112.146', ['20', '15', '21']], ['211.64.145.62', ['46', '15', '15']]]"
172.24.52.71,125.64.42.59,"[['192.168.13.1', ['12', '7', '12']], ['10.1.1.1', ['5', '9', '4']], ['61.148.29.225', ['6', '2', '9']], ['61.148.153.149', ['4', '4', '3']], ['202.106.36.145', ['*', '5', '*']], ['61.49.214.21', ['26', '4', '5']], ['219.158.110.206', ['42', '45', '38']], ['219.158.24.170', ['42', '32', '33']], ['118.112.255.86', ['61', '37', '36']], ['125.64.29.110', ['30', '32', '36']], ['182.140.208.142', ['64', '36', '40']], ['125.64.42.59', ['46', '38', '34']]]"
172.24.52.71,27.221.108.55,"[['192.168.13.1', ['11', '7', '4']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['2', '6', '6']], ['61.148.153.157', ['5', '6', '2']], ['219.158.9.106', ['44', '*', '16']]]"
172.24.52.71,61.178.200.12,"[['192.168.13.1', ['12', '4', '4']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['*', '2', '2']], ['61.148.153.149', ['11', '4', '2']], ['202.106.36.145', ['22', '19', '19']], ['61.49.214.5', ['4', '4', '4']], ['219.158.112.38', ['21', '20', '19']], ['219.158.108.146', ['37', '22', '31']], ['202.97.91.142', ['34', '35', '29']], ['125.74.83.54', ['53', '42', '43']], ['61.134.92.114', ['79', '38', '43']]]"
172.24.52.71,203.107.45.167,"[['192.168.13.1', ['4', '9', '11']], ['10.1.1.1', ['3', '1', '6']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.149', ['3', '3', '2']], ['202.106.36.145', ['5', '*', '*']], ['219.158.4.238', ['16', '17', '11']], ['123.129.205.250', ['14', '16', '12']], ['203.107.45.167', ['13', '11', '14']]]"
172.24.52.71,59.76.48.250,"[['192.168.13.1', ['6', '4', '8']], ['10.1.1.1', ['2', '1', '5']], ['202.112.5.229', ['3', '2', '7']], ['101.4.113.233', ['9', '11', '5']], ['101.4.112.14', ['20', '*', '19']], ['101.4.117.78', ['57', '28', '32']], ['101.4.117.222', ['109', '28', '29']], ['202.201.88.109', ['*', '29', '*']], ['117.157.197.66', ['44', '36', '36']]]"
172.24.52.71,202.207.240.104,"[['192.168.13.1', ['8', '7', '8']], ['10.1.1.1', ['3', '1', '1']], ['202.112.5.229', ['87', '8', '3']], ['101.4.113.233', ['7', '4', '5']], ['101.4.116.214', ['8', '2', '6']], ['202.207.240.104', ['37', '10', '18']]]"
172.24.52.71,59.67.124.248,"[['192.168.13.1', ['6', '16', '67']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['18', '3', '2']], ['101.4.113.233', ['3', '3', '3']], ['101.4.112.70', ['*', '*', '9']], ['101.4.114.218', ['*', '8', '6']], ['202.127.216.97', ['25', '6', '6']], ['59.67.181.22', ['*', '6', '9']], ['202.113.208.253', ['14', '7', '4']], ['10.1.1.4', ['*', '10', '5']], ['59.67.124.248', ['8', '6', '4']]]"
172.24.52.71,210.44.113.65,"[['192.168.13.1', ['17', '8', '12']], ['10.1.1.1', ['13', '5', '10']], ['202.112.5.229', ['4', '2', '2']], ['101.4.113.233', ['3', '2', '2']], ['101.4.116.117', ['37', '47', '10']], ['101.4.115.34', ['86', '10', '12']], ['202.194.96.234', ['36', '46', '30']], ['202.194.96.66', ['*', '23', '48']], ['202.194.96.66', ['22', '20', '20']], ['172.16.254.21', ['16', '13', '16']]]"
172.24.52.71,202.107.200.74,"[['192.168.13.1', ['16', '13', '15']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['6', '7', '3']], ['219.232.11.29', ['3', '*', '5']], ['219.158.7.198', ['42', '39', '46']], ['220.191.198.154', ['*', '34', '*']], ['61.130.189.61', ['37', '37', '38']], ['202.107.200.74', ['29', '29', '29']], ['202.107.200.74', ['32', '31', '30']]]"
172.24.52.71,59.76.127.51,"[['192.168.13.1', ['8', '6', '9']], ['10.1.1.1', ['4', '1', '2']], ['202.112.5.229', ['87', '7', '3']], ['101.4.113.233', ['8', '4', '5']], ['101.4.112.14', ['*', '24', '19']], ['101.4.117.78', ['32', '27', '32']], ['101.4.117.222', ['41', '29', '28']], ['59.76.127.51', ['49', '52', '46']]]"
172.24.52.71,58.205.213.52,"[['192.168.13.1', ['30', '14', '15']], ['10.1.1.1', ['2', '1', '6']], ['202.112.5.229', ['4', '2', '5']], ['101.4.113.233', ['3', '3', '5']], ['101.4.115.202', ['32', '29', '26']], ['101.4.116.225', ['57', '40', '39']], ['101.4.114.61', ['57', '46', '43']], ['58.205.213.52', ['*', '40', '38']]]"
172.24.52.71,210.43.32.50,"[['192.168.13.1', ['12', '6', '4']], ['10.1.1.1', ['5', '2', '6']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['8', '5', '7']], ['101.4.112.2', ['27', '16', '13']], ['210.43.145.86', ['65', '12', '16']]]"
172.24.52.71,202.196.16.31,"[['192.168.13.1', ['76', '16', '40']], ['10.1.1.1', ['7', '2', '3']], ['202.112.5.229', ['5', '2', '3']], ['101.4.113.233', ['4', '8', '8']], ['101.4.112.2', ['14', '16', '23']], ['101.4.115.58', ['*', '*', '14']], ['210.43.145.86', ['40', '21', '31']], ['210.43.145.226', ['13', '13', '13']]]"
172.24.52.71,219.218.160.120,"[['192.168.13.1', ['20', '22', '34']], ['10.1.1.1', ['2', '1', '1']], ['202.112.5.229', ['5', '4', '4']], ['101.4.113.233', ['3', '4', '2']], ['101.4.112.70', ['*', '7', '*']], ['101.4.116.117', ['10', '12', '10']], ['101.4.115.34', ['21', '10', '15']], ['101.4.116.246', ['15', '*', '*']], ['202.194.96.25', ['*', '115', '232']], ['202.194.96.234', ['39', '22', '20']], ['192.168.100.2', ['30', '23', '47']], ['222.175.172.114', ['23', '40', '21']], ['222.175.172.114', ['50', '23', '26']], ['219.218.175.254', ['27', '21', '23']], ['60.211.194.146', ['*', '53', '23']], ['60.211.194.146', ['24', '26', '23']], ['222.175.172.114', ['19', '17', '22']], ['219.218.175.254', ['24', '27', '23']], ['222.175.172.114', ['23', '21', '22']]]"
172.24.52.71,211.64.127.145,"[['192.168.13.1', ['6', '6', '11']], ['10.1.1.1', ['6', '2', '1']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['2', '4', '3']], ['101.4.112.70', ['5', '5', '5']], ['101.4.116.117', ['10', '9', '10']], ['101.4.115.34', ['13', '12', '12']], ['101.4.115.250', ['13', '*', '*']], ['202.194.96.234', ['*', '237', '257']], ['202.194.96.158', ['17', '18', '10']], ['10.255.255.18', ['14', '16', '11']], ['211.64.120.230', ['33', '*', '11']], ['10.0.3.197', ['*', '37', '10']], ['211.64.120.230', ['14', '16', '17']], ['211.64.120.230', ['*', '*', '16']], ['211.64.120.230', ['*', '16', '*']], ['211.64.120.230', ['*', '13', '*']], ['211.64.120.230', ['*', '13', '11']], ['211.64.120.230', ['*', '*', '19']], ['211.64.120.230', ['15', '17', '16']]]"
172.24.52.71,219.243.24.29,"[['192.168.13.1', ['5', '9', '5']], ['10.1.1.1', ['2', '2', '1']], ['202.112.5.229', ['4', '4', '3']], ['101.4.113.233', ['2', '4', '2']], ['101.4.112.70', ['*', '8', '6']], ['101.4.114.218', ['5', '5', '6']], ['115.26.79.126', ['8', '7', '7']], ['115.26.79.2', ['4', '6', '4']], ['115.26.79.134', ['5', '4', '4']], ['115.26.79.134', ['4', '6', '7']], ['59.67.181.14', ['8', '6', '5']], ['10.0.0.1', ['11', '7', '8']], ['219.243.24.29', ['7', '5', '4']]]"
172.24.52.71,202.207.177.42,"[['192.168.13.1', ['11', '31', '23']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['6', '3', '2']], ['101.4.113.233', ['4', '2', '5']], ['101.4.116.214', ['2', '1', '5']]]"
172.24.52.71,211.140.125.3,"[['192.168.13.1', ['10', '4', '26']], ['10.1.1.1', ['1', '2', '1']], ['61.148.29.225', ['2', '6', '6']], ['61.148.153.149', ['32', '95', '6']], ['202.106.230.81', ['*', '*', '8']], ['219.158.99.6', ['34', '30', '31']], ['219.158.112.94', ['48', '39', '39']], ['219.158.44.38', ['32', '*', '31']], ['221.183.95.125', ['47', '30', '31']], ['183.248.156.238', ['79', '37', '79']], ['221.131.208.74', ['89', '85', '49']], ['无法访问目标网。\n', ['*', '111.', '7.122']]]"
172.24.52.71,211.67.177.59,"[['192.168.13.1', ['6', '5', '4']], ['10.1.1.1', ['2', '2', '3']], ['202.112.5.229', ['2', '3', '30']], ['101.4.113.233', ['3', '4', '3']], ['101.4.112.2', ['37', '14', '16']], ['101.4.115.58', ['16', '*', '*']], ['210.43.145.86', ['38', '30', '14']], ['222.21.221.50', ['47', '26', '25']], ['211.67.177.59', ['26', '25', '24']]]"
172.24.52.71,219.231.219.120,"[['192.168.13.1', ['7', '6', '5']], ['10.1.1.1', ['3', '2', '1']], ['202.112.5.229', ['2', '10', '4']], ['101.4.113.233', ['6', '5', '2']], ['101.4.112.70', ['5', '6', '5']], ['101.4.116.117', ['11', '9', '9']], ['101.4.115.34', ['10', '10', '14']], ['101.4.115.250', ['10', '*', '*']], ['202.194.96.234', ['35', '135', '280']], ['202.194.100.18', ['23', '23', '26']], ['211.86.81.250', ['27', '21', '26']]]"
172.24.52.71,202.196.80.216,"[['192.168.13.1', ['5', '6', '4']], ['10.1.1.1', ['4', '5', '1']], ['202.112.5.229', ['2', '2', '5']], ['101.4.113.233', ['6', '3', '3']], ['101.4.112.2', ['25', '15', '13']], ['210.43.145.86', ['39', '21', '12']], ['202.196.80.216', ['31', '13', '13']]]"
172.24.52.71,203.107.45.167,"[['192.168.13.1', ['6', '6', '4']], ['10.1.1.1', ['9', '2', '8']], ['61.148.29.225', ['15', '8', '6']], ['61.148.153.149', ['5', '4', '3']], ['202.106.36.145', ['*', '5', '3']], ['219.158.4.238', ['13', '13', '12']], ['123.129.205.250', ['12', '15', '12']], ['203.107.45.167', ['17', '20', '18']]]"
172.24.52.71,211.82.8.2,"[['192.168.13.1', ['14', '7', '13']], ['10.1.1.1', ['2', '1', '2']], ['202.112.5.229', ['10', '8', '4']], ['101.4.113.233', ['4', '8', '6']], ['101.4.116.214', ['2', '2', '3']], ['211.82.8.2', ['*', '*', '26']]]"
172.24.52.71,210.44.40.75,"[['192.168.13.1', ['8', '5', '4']], ['10.1.1.1', ['7', '2', '2']], ['202.112.5.229', ['2', '5', '2']], ['101.4.113.233', ['4', '2', '6']], ['101.4.112.70', ['5', '8', '7']], ['101.4.116.117', ['10', '14', '10']], ['101.4.115.34', ['17', '19', '13']], ['101.4.116.246', ['*', '*', '12']], ['202.194.99.22', ['29', '11', '10']], ['202.194.99.94', ['12', '10', '9']], ['210.44.40.75', ['36', '9', '10']], ['210.44.40.75', ['29', '17', '12']]]"
172.24.52.71,61.163.226.55,"[['192.168.13.1', ['11', '4', '4']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['26', '2', '3']], ['61.148.153.149', ['27', '7', '3']], ['124.65.194.153', ['7', '*', '*']], ['219.158.108.206', ['29', '*', '*']], ['61.168.28.194', ['17', '27', '28']], ['61.168.239.142', ['26', '22', '17']], ['61.163.226.2', ['20', '*', '*']]]"
172.24.52.71,210.32.80.95,"[['192.168.13.1', ['14', '36', '64']], ['10.1.1.1', ['13', '6', '2']], ['202.112.5.229', ['2', '2', '32']], ['101.4.113.233', ['8', '4', '3']], ['101.4.112.70', ['*', '8', '5']], ['101.4.116.117', ['11', '14', '13']], ['101.4.117.29', ['35', '28', '29']], ['101.4.117.46', ['38', '32', '35']], ['101.4.115.70', ['31', '32', '38']], ['210.32.127.2', ['42', '31', '31']], ['210.32.123.202', ['*', '*', '47']]]"
172.24.52.71,59.110.227.73,"[['192.168.13.1', ['72', '25', '6']], ['10.1.1.1', ['1', '1', '2']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.149', ['6', '3', '5']], ['61.148.4.213', ['18', '12', '8']], ['125.33.184.182', ['10', '3', '8']], ['61.49.143.134', ['*', '15', '8']]]"
172.24.52.71,211.82.40.128,"[['192.168.13.1', ['11', '7', '5']], ['10.1.1.1', ['2', '1', '5']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['46', '5', '8']], ['101.4.116.214', ['4', '2', '2']], ['211.82.40.128', ['39', '28', '19']]]"
172.24.52.71,211.69.16.58,"[['192.168.13.1', ['28', '7', '4']], ['10.1.1.1', ['3', '2', '2']], ['202.112.5.229', ['2', '4', '2']], ['101.4.113.233', ['12', '6', '11']], ['101.4.112.2', ['13', '12', '13']], ['210.43.145.86', ['24', '13', '13']], ['211.69.21.85', ['18', '19', '18']], ['211.69.21.78', ['26', '17', '19']], ['211.69.21.26', ['19', '19', '18']], ['211.69.16.58', ['19', '18', '19']]]"
172.24.52.71,218.57.128.61,"[['192.168.13.1', ['7', '6', '4']], ['10.1.1.1', ['2', '32', '5']], ['61.148.29.225', ['5', '7', '5']], ['61.148.153.149', ['3', '4', '5']], ['219.232.11.29', ['24', '*', '33']], ['125.33.186.5', ['26', '*', '*']], ['219.158.4.222', ['12', '15', '15']], ['112.230.160.194', ['35', '12', '12']], ['119.164.228.86', ['78', '11', '12']], ['218.57.128.7', ['15', '17', '26']]]"
172.24.52.71,210.32.23.81,"[['192.168.13.1', ['38', '7', '8']], ['10.1.1.1', ['2', '1', '1']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['10', '4', '3']], ['101.4.112.70', ['12', '7', '6']], ['101.4.116.117', ['15', '12', '13']], ['101.4.117.29', ['31', '33', '41']], ['101.4.117.46', ['41', '33', '32']], ['101.4.115.70', ['34', '133', '34']], ['210.32.127.2', ['32', '32', '35']], ['210.32.23.81', ['61', '31', '37']]]"
172.24.52.71,121.251.249.55,"[['192.168.13.1', ['34', '8', '25']], ['10.1.1.1', ['4', '4', '1']], ['202.112.5.229', ['3', '9', '6']], ['101.4.113.233', ['*', '6', '3']], ['101.4.112.70', ['27', '8', '11']], ['101.4.116.117', ['11', '17', '9']], ['101.4.116.25', ['20', '15', '20']], ['101.4.112.146', ['42', '15', '18']], ['202.112.38.234', ['24', '16', '15']], ['222.195.191.50', ['*', '33', '*']], ['222.195.191.46', ['24', '18', '18']]]"
172.24.52.71,218.26.255.39,"[['192.168.13.1', ['10', '7', '7']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['17', '14', '2']], ['61.148.153.149', ['6', '8', '7']], ['219.232.11.29', ['10', '*', '*']], ['125.33.186.181', ['18', '8', '*']], ['219.158.105.94', ['24', '13', '16']], ['218.26.125.34', ['25', '15', '10']], ['218.26.53.214', ['15', '11', '11']], ['218.26.255.39', ['14', '14', '15']]]"
172.24.52.71,111.202.89.83,"[['192.168.13.1', ['6', '6', '5']], ['10.1.1.1', ['9', '2', '1']], ['61.148.29.225', ['7', '5', '2']], ['61.148.153.157', ['9', '6', '3']], ['221.219.202.138', ['23', '3', '4']], ['111.206.115.146', ['6', '5', '5']], ['120.92.223.154', ['13', '9', '7']]]"
172.24.52.71,211.84.112.61,"[['192.168.13.1', ['6', '11', '4']], ['10.1.1.1', ['4', '2', '2']], ['202.112.5.229', ['29', '8', '8']], ['101.4.113.233', ['7', '12', '8']], ['101.4.112.2', ['15', '13', '13']], ['210.43.145.86', ['19', '12', '12']], ['222.21.221.190', ['40', '16', '15']], ['211.84.112.61', ['16', '24', '18']]]"
172.24.52.71,27.221.108.43,"[['192.168.13.1', ['6', '4', '4']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['4', '2', '2']], ['61.148.153.149', ['4', '3', '8']], ['202.106.36.145', ['6', '*', '*']], ['124.65.194.153', ['5', '*', '14']], ['219.158.8.238', ['36', '*', '*']]]"
172.24.52.71,202.194.7.118,"[['192.168.13.1', ['14', '4', '7']], ['10.1.1.1', ['2', '3', '2']], ['202.112.5.229', ['2', '5', '2']], ['101.4.113.233', ['5', '2', '3']], ['101.4.112.70', ['8', '*', '*']], ['101.4.116.117', ['11', '14', '10']], ['101.4.115.34', ['11', '15', '12']], ['202.194.96.117', ['34', '9', '13']], ['58.194.164.113', ['10', '9', '9']], ['58.194.164.130', ['21', '11', '9']], ['58.194.164.177', ['13', '10', '14']], ['58.194.164.178', ['9', '13', '15']], ['202.194.7.118', ['14', '9', '10']]]"
