ip,dist,delays
172.24.52.71,202.112.154.197,"[['192.168.13.1', ['6', '6', '9']], ['10.1.1.1', ['2', '2', '2']], ['202.112.5.229', ['3', '6', '3']], ['101.4.113.233', ['10', '3', '3']], ['101.4.112.98', ['2', '2', '*']], ['101.4.113.65', ['12', '5', '4']], ['202.205.103.2', ['25', '2', '2']]]"
172.24.52.71,121.8.214.68,"[['192.168.13.1', ['*', '9', '7']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['18', '10', '3']], ['61.148.153.149', ['57', '2', '3']], ['219.232.11.29', ['15', '7', '*']], ['125.33.186.29', ['4', '3', '3']], ['219.158.23.250', ['45', '40', '43']], ['202.97.17.153', ['48', '47', '46']], ['202.97.95.145', ['203', '38', '*']], ['121.8.134.110', ['145', '39', '39']], ['218.19.193.26', ['114', '41', '83']]]"
172.24.52.71,211.81.176.18,"[['192.168.13.1', ['8', '21', '33']], ['10.1.1.1', ['1', '1', '1']], ['202.112.5.229', ['16', '3', '2']], ['101.4.113.233', ['3', '6', '4']], ['101.4.116.214', ['2', '4', '1']], ['101.4.115.238', ['8', '7', '7']], ['202.206.233.138', ['12', '23', '18']], ['211.81.176.18', ['13', '14', '13']]]"
172.24.52.71,211.99.114.161,"[['192.168.13.1', ['12', '14', '7']], ['10.1.1.1', ['*', '4', '3']], ['61.148.29.225', ['3', '6', '2']], ['61.148.153.149', ['3', '2', '6']], ['202.96.12.113', ['16', '13', '*']], ['157.148.0.70', ['54', '47', '47']], ['120.80.73.78', ['51', '43', '44']], ['211.99.114.129', ['52', '43', '45']], ['211.99.114.161', ['63', '43', '43']], ['211.99.114.161', ['42', '42', '45']]]"
172.24.52.71,116.211.138.205,"[['192.168.13.1', ['7', '5', '5']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['3', '5', '3']], ['61.148.153.157', ['2', '3', '3']], ['61.49.214.21', ['*', '*', '3']], ['219.158.12.178', ['28', '30', '30']], ['219.158.119.54', ['38', '31', '31']], ['202.97.79.109', ['29', '24', '24']], ['116.211.80.114', ['26', '24', '44']], ['116.211.112.254', ['27', '26', '27']]]"
172.24.52.71,116.211.138.207,"[['192.168.13.1', ['32', '45', '13']], ['10.1.1.1', ['3', '5', '6']], ['61.148.29.225', ['3', '3', '2']], ['61.148.153.157', ['9', '9', '7']], ['125.33.186.65', ['3', '3', '3']], ['219.158.108.198', ['*', '21', '22']], ['219.158.98.114', ['29', '29', '31']], ['202.97.64.245', ['26', '*', '*']], ['116.211.80.230', ['30', '22', '22']], ['116.211.112.254', ['24', '22', '22']]]"
172.24.52.71,111.202.89.81,"[['192.168.13.1', ['11', '5', '4']], ['10.1.1.1', ['1', '1', '1']], ['61.148.29.225', ['2', '6', '2']], ['61.148.153.157', ['3', '7', '3']], ['61.148.158.69', ['*', '7', '2']], ['221.219.202.134', ['10', '3', '5']], ['111.206.115.146', ['*', '8', '7']], ['120.92.223.154', ['*', '28', '9']]]"
172.24.52.71,121.8.214.80,"[['192.168.13.1', ['13', '9', '7']], ['10.1.1.1', ['4', '2', '2']], ['61.148.29.225', ['72', '2', '2']], ['61.148.153.149', ['10', '2', '2']], ['202.106.36.145', ['5', '*', '3']], ['219.158.24.14', ['50', '64', '55']], ['202.97.16.13', ['53', '47', '46']], ['202.97.95.137', ['239', '39', '*']], ['61.144.0.34', ['49', '48', '53']], ['218.19.193.26', ['44', '42', '64']]]"
172.24.52.71,153.3.162.12,"[['192.168.13.1', ['6', '10', '12']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['11', '6', '3']], ['61.148.153.157', ['4', '7', '3']], ['61.148.4.237', ['6', '7', '7']], ['125.33.186.29', ['7', '4', '4']], ['219.158.119.114', ['21', '30', '20']], ['122.96.66.98', ['31', '26', '27']], ['221.6.1.158', ['26', '26', '46']], ['153.3.162.12', ['22', '20', '22']]]"
172.24.52.71,120.78.211.66,"[['192.168.13.1', ['5', '4', '6']], ['10.1.1.1', ['*', '2', '2']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['3', '2', '3']], ['202.106.36.145', ['3', '4', '*']], ['202.96.12.1', ['7', '4', '5']], ['221.4.0.194', ['48', '47', '44']], ['120.80.99.22', ['57', '53', '39']], ['112.95.237.198', ['38', '39', '38']], ['116.251.107.182', ['41', '41', '43']], ['120.78.211.66', ['45', '47', '45']]]"
172.24.52.71,203.93.21.138,"[['192.168.13.1', ['63', '9', '49']], ['10.1.1.1', ['7', '7', '3']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['3', '2', '2']], ['202.106.36.145', ['5', '8', '7']], ['61.148.149.198', ['6', '4', '6']], ['203.93.21.138', ['5', '4', '4']]]"
172.24.52.71,36.27.212.84,"[['192.168.13.1', ['9', '38', '5']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['29', '10', '12']], ['61.148.153.149', ['11', '5', '3']], ['61.148.4.213', ['32', '7', '3']], ['202.96.12.65', ['8', '12', '7']], ['219.158.3.2', ['12', '15', '34']], ['202.97.17.109', ['5', '*', '*']], ['202.97.98.42', ['38', '35', '35']], ['61.175.46.134', ['32', '31', '40']], ['60.191.196.74', ['70', '68', '55']]]"
172.24.52.71,210.30.199.4,"[['192.168.13.1', ['6', '6', '42']], ['10.1.1.1', ['2', '2', '2']], ['202.112.5.229', ['5', '4', '4']], ['101.4.113.233', ['24', '5', '3']], ['101.4.116.214', ['20', '6', '2']], ['101.4.113.138', ['15', '17', '16']]]"
172.24.52.71,203.107.45.167,"[['192.168.13.1', ['*', '5', '7']], ['10.1.1.1', ['4', '2', '1']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['3', '2', '2']], ['124.65.194.5', ['*', '5', '*']], ['219.158.4.238', ['12', '12', '12']], ['123.129.205.250', ['85', '21', '12']], ['203.107.45.167', ['17', '12', '12']]]"
172.24.52.71,124.70.125.212,"[['192.168.13.1', ['55', '7', '4']], ['10.1.1.1', ['15', '5', '3']], ['61.148.29.225', ['3', '4', '7']], ['61.148.153.149', ['6', '2', '2']], ['61.148.4.213', ['16', '10', '6']], ['125.33.185.102', ['6', '8', '3']], ['61.49.137.6', ['31', '7', '9']], ['11.94.132.14', ['18', '5', '7']], ['11.94.4.156', ['*', '11', '13']], ['11.94.4.236', ['16', '9', '9']], ['124.70.125.212', ['6', '7', '6']]]"
172.24.52.71,42.247.49.181,"[['192.168.13.1', ['9', '4', '5']], ['10.1.1.1', ['2', '3', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['3', '3', '2']], ['101.4.112.2', ['13', '13', '13']], ['210.43.145.86', ['18', '12', '13']], ['42.247.49.162', ['24', '19', '23']]]"
172.24.52.71,211.91.76.26,"[['192.168.13.1', ['16', '12', '6']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['3', '3', '3']], ['61.148.153.157', ['3', '7', '3']], ['61.148.4.237', ['5', '3', '3']], ['219.158.105.42', ['21', '18', '24']], ['112.132.210.246', ['19', '18', '19']], ['112.132.230.218', ['33', '19', '18']], ['211.91.76.26', ['18', '25', '19']]]"
172.24.52.71,202.199.91.30,"[['192.168.13.1', ['11', '8', '7']], ['10.1.1.1', ['3', '4', '1']], ['202.112.5.229', ['7', '5', '2']], ['101.4.113.233', ['4', '7', '8']], ['101.4.116.214', ['2', '2', '3']], ['101.4.113.138', ['*', '17', '17']], ['202.112.30.49', ['16', '13', '12']], ['202.199.91.30', ['17', '19', '16']]]"
172.24.52.71,114.55.179.103,"[['192.168.13.1', ['5', '5', '4']], ['10.1.1.1', ['12', '5', '5']], ['61.148.29.225', ['5', '5', '2']], ['61.148.153.157', ['5', '3', '7']], ['61.148.4.237', ['16', '15', '11']], ['61.149.203.45', ['20', '9', '9']], ['124.160.190.226', ['31', '30', '29']]]"
172.24.52.71,111.202.89.68,"[['192.168.13.1', ['10', '9', '23']], ['10.1.1.1', ['4', '1', '1']], ['61.148.29.225', ['4', '2', '4']], ['61.148.153.157', ['5', '3', '3']], ['219.232.11.65', ['*', '24', '*']], ['61.148.146.158', ['8', '5', '5']], ['111.206.115.154', ['6', '6', '5']], ['120.92.223.158', ['21', '11', '11']]]"
172.24.52.71,60.12.30.130,"[['192.168.13.1', ['6', '22', '4']], ['10.1.1.1', ['3', '2', '5']], ['61.148.29.225', ['7', '7', '4']], ['61.148.153.149', ['10', '8', '7']], ['202.106.36.145', ['4', '4', '5']], ['219.158.107.154', ['38', '32', '38']], ['221.12.34.218', ['31', '*', '*']], ['221.12.35.206', ['*', '*', '36']], ['221.12.58.2', ['31', '31', '35']], ['60.12.30.130', ['29', '31', '28']]]"
172.24.52.71,42.96.153.25,"[['192.168.13.1', ['63', '14', '49']], ['10.1.1.1', ['3', '3', '2']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['4', '4', '2']], ['125.33.186.233', ['*', '6', '*']], ['219.158.5.202', ['16', '12', '12']], ['27.221.43.14', ['33', '18', '17']], ['42.96.153.25', ['22', '15', '15']]]"
172.24.52.71,218.18.89.222,"[['192.168.13.1', ['5', '7', '5']], ['10.1.1.1', ['2', '1', '1']], ['61.148.29.225', ['26', '4', '2']], ['61.148.153.157', ['6', '3', '3']], ['219.232.11.65', ['*', '3', '2']], ['123.126.0.233', ['*', '46', '*']], ['219.158.112.46', ['*', '*', '45']], ['219.158.24.14', ['53', '48', '*']], ['202.97.16.13', ['42', '47', '47']], ['202.105.158.53', ['49', '47', '45']], ['59.37.186.18', ['88', '48', '45']], ['218.18.89.222', ['42', '42', '42']]]"
172.24.52.71,222.188.99.22,"[['192.168.13.1', ['47', '39', '5']], ['10.1.1.1', ['2', '3', '3']], ['61.148.29.225', ['3', '5', '2']], ['61.148.153.149', ['9', '6', '2']], ['202.106.36.145', ['*', '*', '10']], ['202.96.12.5', ['*', '8', '20']], ['219.158.111.86', ['21', '19', '25']], ['219.158.6.130', ['21', '22', '24']], ['202.97.72.141', ['100', '30', '*']], ['58.223.215.242', ['35', '34', '*']], ['218.92.142.113', ['155', '70', '32']], ['106.111.91.134', ['29', '29', '28']], ['222.188.99.22', ['30', '27', '30']]]"
172.24.52.71,220.168.55.211,"[['192.168.13.1', ['72', '19', '9']], ['10.1.1.1', ['4', '3', '2']], ['61.148.29.225', ['10', '3', '4']], ['61.148.153.157', ['11', '7', '3']], ['61.148.157.229', ['*', '6', '*']], ['124.65.194.17', ['11', '4', '7']], ['219.158.18.218', ['33', '25', '28']], ['219.158.119.134', ['58', '24', '24']], ['202.97.64.49', ['35', '34', '36']], ['61.137.4.18', ['*', '36', '*']], ['222.247.30.86', ['100', '35', '35']], ['220.168.55.211', ['31', '34', '30']]]"
172.24.52.71,218.75.230.30,"[['192.168.13.1', ['10', '6', '6']], ['10.1.1.1', ['1', '19', '2']], ['61.148.29.225', ['5', '3', '5']], ['61.148.153.149', ['4', '7', '5']], ['61.149.203.117', ['6', '13', '4']], ['219.158.98.70', ['199', '52', '34']], ['219.158.10.82', ['31', '29', '*']], ['202.97.63.113', ['61', '28', '33']], ['61.137.12.66', ['28', '32', '27']], ['220.170.5.222', ['34', '36', '34']], ['218.75.230.2', ['32', '29', '34']]]"
172.24.52.71,118.31.7.66,"[['192.168.13.1', ['17', '7', '4']], ['10.1.1.1', ['2', '1', '5']], ['61.148.29.225', ['29', '3', '2']], ['61.148.153.157', ['6', '6', '7']], ['61.148.4.237', ['9', '3', '3']], ['61.49.214.25', ['18', '7', '4']], ['219.158.109.238', ['*', '30', '23']], ['124.160.83.6', ['28', '*', '*']], ['124.160.190.94', ['31', '29', '29']], ['118.31.7.66', ['36', '33', '32']]]"
172.24.52.71,117.144.202.153,"[['192.168.13.1', ['41', '5', '5']], ['10.1.1.1', ['*', '7', '2']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['10', '4', '3']], ['202.106.36.145', ['6', '166', '*']], ['219.158.6.166', ['26', '25', '25']], ['219.158.113.198', ['30', '31', '31']], ['221.183.95.213', ['25', '24', '27']], ['221.183.94.1', ['26', '26', '26']], ['221.183.39.138', ['27', '26', '31']], ['211.136.190.174', ['33', '35', '28']]]"
172.24.52.71,59.67.208.80,"[['192.168.13.1', ['10', '8', '9']], ['10.1.1.1', ['11', '2', '1']], ['202.112.5.229', ['6', '2', '2']], ['101.4.113.233', ['3', '3', '4']], ['101.4.116.214', ['4', '2', '7']], ['101.4.115.238', ['9', '7', '9']], ['202.206.233.118', ['30', '18', '18']]]"
172.24.52.71,115.24.175.50,"[['192.168.13.1', ['10', '16', '4']], ['10.1.1.1', ['8', '2', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['2', '2', '3']], ['101.4.112.70', ['12', '10', '13']], ['101.4.114.218', ['8', '6', '6']], ['202.127.216.97', ['8', '4', '5']], ['59.67.181.78', ['15', '*', '*']], ['59.67.181.22', ['105', '10', '6']], ['59.67.183.134', ['14', '5', '5']]]"
172.24.52.71,47.92.173.200,"[['192.168.13.1', ['8', '4', '5']], ['10.1.1.1', ['2', '1', '38']], ['61.148.29.225', ['3', '3', '2']], ['61.148.153.157', ['4', '2', '7']], ['125.33.185.102', ['3', '3', '3']], ['61.49.143.2', ['5', '5', '*']], ['123.56.34.25', ['7', '*', '*']], ['47.92.173.200', ['14', '10', '10']]]"
172.24.52.71,27.191.138.28,"[['192.168.13.1', ['12', '44', '8']], ['10.1.1.1', ['3', '2', '2']], ['61.148.29.225', ['3', '3', '3']], ['61.148.153.149', ['6', '14', '3']], ['202.106.36.145', ['*', '4', '3']], ['219.158.13.78', ['30', '7', '19']], ['219.158.44.114', ['*', '23', '*']], ['202.97.17.113', ['*', '6', '5']], ['202.97.99.14', ['10', '9', '8']], ['27.129.9.74', ['19', '15', '15']], ['27.129.14.26', ['24', '*', '17']], ['27.129.14.10', ['23', '16', '17']]]"
172.24.52.71,128.14.151.195,"[['192.168.13.1', ['54', '5', '4']], ['10.1.1.1', ['6', '2', '1']], ['61.148.29.225', ['3', '3', '2']], ['61.148.153.149', ['5', '3', '2']], ['219.158.9.30', ['46', '40', '38']], ['202.97.17.149', ['44', '41', '48']], ['202.97.95.133', ['*', '*', '72']], ['202.97.43.78', ['61', '37', '39']], ['218.30.48.22', ['501', '221', '205']], ['192.254.81.116', ['213', '205', '305']], ['192.254.84.244', ['202', '194', '195']], ['192.254.81.243', ['201', '273', '278']], ['192.254.81.245', ['249', '198', '263']], ['128.14.151.195', ['369', '191', '215']]]"
172.24.52.71,60.2.96.130,"[['192.168.13.1', ['4', '4', '7']], ['10.1.1.1', ['3', '5', '1']], ['61.148.29.225', ['3', '2', '7']], ['61.148.153.157', ['4', '3', '3']], ['219.232.11.65', ['71', '*', '*']], ['123.126.0.253', ['6', '6', '9']], ['61.182.179.42', ['*', '10', '*']], ['221.192.87.226', ['12', '12', '11']], ['60.2.165.42', ['12', '10', '10']], ['60.2.96.130', ['13', '12', '11']], ['60.2.96.130', ['15', '12', '14']]]"
172.24.52.71,61.187.55.38,"[['192.168.13.1', ['6', '8', '8']], ['10.1.1.1', ['2', '2', '5']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['33', '6', '5']], ['61.148.4.213', ['5', '5', '4']], ['202.97.64.17', ['30', '30', '31']], ['61.137.3.226', ['36', '36', '35']], ['222.247.26.182', ['50', '32', '33']], ['61.187.55.38', ['73', '40', '40']], ['61.187.55.38', ['39', '43', '38']]]"
172.24.52.71,39.107.195.101,"[['192.168.13.1', ['13', '5', '6']], ['10.1.1.1', ['2', '1', '5']], ['61.148.29.225', ['28', '3', '2']], ['61.148.153.157', ['6', '7', '7']], ['61.148.158.69', ['29', '3', '*']], ['125.33.184.122', ['8', '3', '3']], ['61.49.143.14', ['*', '7', '9']], ['106.11.130.181', ['5', '5', '4']], ['39.107.195.101', ['8', '8', '5']]]"
172.24.52.71,113.140.71.214,"[['192.168.13.1', ['57', '4', '5']], ['10.1.1.1', ['7', '2', '7']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.157', ['4', '7', '7']], ['61.148.157.229', ['5', '*', '4']], ['61.49.214.41', ['10', '5', '8']], ['219.158.112.22', ['28', '26', '38']], ['219.158.100.230', ['39', '22', '23']], ['1.85.253.62', ['37', '29', '23']], ['117.36.240.209', ['27', '28', '31']]]"
172.24.52.71,202.206.64.189,"[['192.168.13.1', ['7', '11', '13']], ['10.1.1.1', ['6', '2', '6']], ['202.112.5.229', ['3', '8', '2']], ['101.4.113.233', ['3', '6', '4']], ['101.4.112.2', ['*', '19', '13']]]"
172.24.52.71,47.92.52.136,"[['192.168.13.1', ['4', '5', '4']], ['10.1.1.1', ['1', '1', '4']], ['61.148.29.225', ['2', '2', '3']], ['61.148.153.149', ['4', '10', '5']], ['61.148.4.213', ['4', '7', '12']], ['125.33.185.122', ['*', '5', '3']], ['61.49.143.2', ['4', '*', '4']], ['47.92.52.136', ['14', '10', '9']]]"
172.24.52.71,111.202.89.80,"[['192.168.13.1', ['36', '8', '34']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['11', '3', '3']], ['61.148.153.157', ['6', '3', '7']], ['61.148.146.166', ['5', '4', '33']], ['111.206.115.154', ['7', '5', '7']], ['120.92.223.154', ['12', '9', '11']]]"
172.24.52.71,218.249.41.14,"[['192.168.13.1', ['6', '4', '4']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['30', '5', '7']], ['61.148.153.149', ['3', '2', '3']], ['202.106.230.81', ['4', '*', '5']], ['202.106.193.30', ['43', '5', '11']], ['61.149.212.214', ['24', '4', '*']], ['218.241.244.2', ['5', '3', '3']], ['124.205.97.138', ['4', '3', '3']], ['124.205.98.70', ['11', '15', '11']], ['218.249.41.26', ['9', '7', '8']], ['218.249.41.14', ['6', '*', '*']]]"
172.24.52.71,110.249.137.60,"[['192.168.13.1', ['93', '10', '14']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['15', '4', '5']], ['61.148.153.157', ['6', '4', '7']], ['219.232.11.65', ['4', '*', '*']], ['219.158.97.166', ['10', '11', '12']], ['61.182.181.66', ['7', '7', '6']], ['110.249.137.60', ['10', '8', '10']]]"
172.24.52.71,27.221.108.54,"[['192.168.13.1', ['8', '12', '5']], ['10.1.1.1', ['14', '3', '1']], ['61.148.29.225', ['31', '*', '4']], ['61.148.153.157', ['3', '3', '4']], ['219.232.11.65', ['*', '31', '2']], ['124.65.194.165', ['6', '7', '17']]]"
172.24.52.71,110.16.72.195,"[['192.168.13.1', ['10', '8', '7']], ['10.1.1.1', ['6', '2', '2']], ['61.148.29.225', ['2', '3', '2']], ['61.148.153.149', ['7', '6', '6']], ['61.148.4.213', ['5', '4', '7']], ['125.33.186.117', ['6', '*', '*']], ['110.16.125.26', ['12', '10', '10']], ['110.16.99.110', ['22', '15', '11']]]"
172.24.52.71,116.255.153.171,"[['192.168.13.1', ['12', '5', '4']], ['10.1.1.1', ['28', '6', '1']], ['61.148.29.225', ['4', '3', '2']], ['61.148.153.149', ['6', '3', '2']], ['202.106.36.145', ['*', '9', '*']], ['61.49.214.45', ['5', '3', '5']], ['219.158.116.2', ['20', '13', '12']], ['61.168.28.66', ['*', '19', '*']], ['115.60.218.214', ['17', '17', '17']], ['218.28.198.222', ['16', '14', '*']]]"
172.24.52.71,211.144.20.19,"[['192.168.13.1', ['7', '4', '7']], ['10.1.1.1', ['1', '2', '3']], ['61.148.29.225', ['37', '5', '2']], ['61.148.153.157', ['5', '3', '7']], ['61.148.158.69', ['8', '3', '*']], ['61.51.113.62', ['8', '8', '5']], ['61.51.117.42', ['20', '5', '6']], ['61.148.80.13', ['5', '5', '4']], ['61.148.84.102', ['9', '6', '7']], ['211.144.20.19', ['55', '5', '5']], ['211.144.20.19', ['5', '5', '7']], ['211.144.20.19', ['27', '9', '7']]]"
172.24.52.71,159.226.242.40,"[['192.168.13.1', ['16', '12', '22']], ['10.1.1.1', ['2', '6', '2']], ['61.148.29.225', ['3', '2', '4']], ['61.148.153.157', ['3', '8', '10']], ['61.148.157.229', ['18', '17', '8']], ['219.158.5.118', ['6', '6', '7']], ['219.158.39.6', ['9', '15', '10']], ['159.226.254.73', ['4', '5', '4']]]"
172.24.52.71,202.199.128.144,"[['192.168.13.1', ['12', '28', '27']], ['10.1.1.1', ['1', '1', '2']], ['202.112.5.229', ['2', '2', '2']], ['101.4.113.233', ['2', '2', '2']], ['101.4.113.210', ['19', '3', '2']], ['101.4.113.18', ['22', '19', '20']], ['210.30.19.34', ['24', '20', '26']], ['202.112.30.102', ['26', '20', '20']]]"
172.24.52.71,117.34.13.41,"[['192.168.13.1', ['6', '6', '9']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['3', '3', '4']], ['61.148.153.149', ['2', '2', '2']], ['61.148.4.213', ['5', '6', '3']], ['125.33.186.105', ['*', '6', '*']], ['219.158.113.186', ['111', '20', '22']], ['219.158.107.42', ['24', '23', '23']], ['219.144.96.150', ['21', '45', '25']], ['117.34.13.41', ['22', '22', '19']]]"
172.24.52.71,61.167.38.26,"[['192.168.13.1', ['23', '9', '10']], ['10.1.1.1', ['6', '2', '1']], ['61.148.29.225', ['3', '4', '2']], ['61.148.153.149', ['7', '3', '4']], ['123.126.0.233', ['6', '*', '*']], ['219.158.107.82', ['29', '27', '39']], ['1.62.127.190', ['20', '20', '20']], ['61.158.0.82', ['21', '20', '21']]]"
172.24.52.71,59.78.83.100,"[['192.168.13.1', ['8', '4', '5']], ['10.1.1.1', ['1', '3', '2']], ['202.112.5.229', ['10', '5', '3']], ['101.4.113.233', ['2', '11', '7']], ['101.4.112.70', ['8', '5', '5']], ['101.4.116.117', ['11', '10', '13']], ['101.4.117.29', ['*', '*', '31']], ['101.4.117.57', ['29', '*', '28']], ['202.112.27.14', ['31', '27', '27']], ['10.255.38.253', ['91', '35', '30']], ['10.255.249.41', ['47', '29', '29']], ['10.255.249.189', ['30', '33', '34']], ['59.78.83.123', ['29', '29', '32']], ['192.168.101.3', ['39', '30', '29']], ['192.168.101.3', ['30', '35', '30']]]"
172.24.52.71,117.34.13.5,"[['192.168.13.1', ['9', '4', '4']], ['10.1.1.1', ['2', '6', '8']], ['61.148.29.225', ['20', '18', '37']], ['61.148.153.149', ['4', '6', '2']], ['202.106.230.81', ['*', '20', '*']], ['219.158.112.18', ['48', '24', '31']], ['219.158.107.38', ['50', '23', '23']], ['202.97.22.237', ['24', '31', '*']], ['219.144.96.78', ['26', '24', '24']], ['117.34.13.5', ['23', '22', '21']]]"
172.24.52.71,221.236.157.18,"[['192.168.13.1', ['5', '9', '6']], ['10.1.1.1', ['2', '2', '1']], ['61.148.29.225', ['6', '8', '6']], ['61.148.153.149', ['20', '16', '7']], ['202.106.230.81', ['5', '6', '*']], ['219.158.110.206', ['60', '38', '*']], ['219.158.109.206', ['93', '42', '40']], ['202.97.95.61', ['38', '36', '36']], ['125.65.203.10', ['44', '40', '40']], ['221.236.157.3', ['91', '43', '50']], ['221.236.157.18', ['61', '38', '38']]]"
172.24.52.71,121.194.14.84,"[['192.168.13.1', ['38', '48', '10']], ['10.1.1.1', ['3', '1', '1']], ['202.112.5.229', ['40', '2', '2']], ['101.4.113.233', ['7', '5', '3']], ['101.4.112.14', ['24', '20', '19']], ['101.4.117.177', ['219', '*', '21']], ['202.200.28.186', ['20', '21', '57']], ['121.194.14.84', ['21', '18', '18']]]"
172.24.52.71,61.54.31.41,"[['192.168.13.1', ['7', '4', '4']], ['10.1.1.1', ['4', '1', '1']], ['61.148.29.225', ['6', '7', '3']], ['61.148.153.149', ['5', '3', '2']], ['202.106.36.145', ['18', '3', '*']], ['61.168.27.114', ['16', '15', '15']], ['218.28.162.210', ['23', '19', '19']], ['61.54.31.41', ['19', '17', '17']]]"
172.24.52.71,210.76.0.68,"[['192.168.13.1', ['187', '40', '19']], ['10.1.1.1', ['1', '2', '10']], ['61.148.29.225', ['5', '2', '2']], ['61.148.153.157', ['8', '7', '2']], ['61.148.4.237', ['99', '10', '11']], ['125.33.186.5', ['*', '*', '5']], ['219.158.21.2', ['14', '16', '14']], ['61.168.38.122', ['19', '16', '15']], ['61.168.84.178', ['20', '17', '17']], ['125.46.10.154', ['55', '29', '23']]]"
172.24.52.71,218.75.213.2,"[['192.168.13.1', ['4', '4', '5']], ['10.1.1.1', ['2', '1', '2']], ['61.148.29.225', ['2', '7', '7']], ['61.148.153.149', ['3', '3', '4']], ['202.97.64.29', ['34', '33', '32']], ['61.137.12.122', ['64', '42', '35']], ['220.170.37.226', ['30', '31', '39']]]"
172.24.52.71,42.202.155.151,"[['192.168.13.1', ['18', '7', '4']], ['10.1.1.1', ['1', '2', '1']], ['61.148.29.225', ['4', '2', '3']], ['61.148.153.149', ['3', '2', '6']], ['202.106.36.145', ['4', '*', '*']], ['219.158.101.14', ['16', '14', '14']], ['219.158.119.98', ['16', '15', '16']], ['202.97.49.197', ['18', '15', '15']], ['219.148.212.86', ['28', '23', '21']], ['42.202.155.151', ['23', '22', '23']]]"
172.24.52.71,27.189.242.159,"[['192.168.13.1', ['6', '4', '7']], ['10.1.1.1', ['6', '1', '2']], ['61.148.29.225', ['15', '4', '5']], ['61.148.153.149', ['4', '3', '3']], ['61.148.4.213', ['7', '7', '31']], ['61.49.214.25', ['68', '5', '4']], ['219.158.3.6', ['9', '15', '6']], ['202.97.18.9', ['*', '*', '23']], ['27.129.34.94', ['18', '106', '25']]]"
172.24.52.71,222.168.151.42,"[['192.168.13.1', ['7', '5', '4']], ['10.1.1.1', ['7', '2', '1']], ['61.148.29.225', ['3', '5', '2']], ['61.148.153.149', ['31', '3', '2']], ['202.106.36.145', ['*', '4', '*']], ['219.158.105.90', ['16', '17', '16']], ['219.158.108.82', ['19', '23', '15']], ['202.97.73.81', ['21', '19', '20']], ['202.97.87.233', ['37', '35', '30']], ['219.149.237.66', ['43', '27', '27']], ['219.149.237.238', ['37', '28', '34']]]"
172.24.52.71,218.196.240.2,"[['192.168.13.1', ['6', '4', '5']], ['10.1.1.1', ['1', '2', '2']], ['202.112.5.229', ['2', '2', '3']], ['101.4.113.233', ['3', '3', '2']], ['101.4.112.2', ['13', '14', '15']], ['210.43.145.86', ['46', '25', '17']]]"
172.24.52.71,115.238.21.52,"[['192.168.13.1', ['8', '9', '4']], ['10.1.1.1', ['26', '2', '1']], ['61.148.29.225', ['3', '2', '2']], ['61.148.153.149', ['53', '7', '2']], ['61.148.4.213', ['35', '5', '6']], ['125.33.186.197', ['7', '4', '7']], ['219.158.100.174', ['*', '33', '29']], ['219.158.108.118', ['37', '30', '39']], ['202.97.69.193', ['*', '26', '28']], ['220.191.199.2', ['*', '*', '31']], ['115.238.21.52', ['37', '31', '34']]]"
172.24.52.71,101.226.7.200,"[['192.168.13.1', ['6', '10', '205']], ['10.1.1.1', ['2', '2', '2']], ['61.148.29.225', ['3', '2', '3']], ['61.148.153.157', ['4', '3', '2']], ['61.148.157.229', ['3', '*', '*']], ['124.65.194.25', ['4', '5', '7']], ['219.158.6.226', ['32', '30', '31']], ['202.97.17.185', ['61', '28', '32']], ['202.97.87.153', ['31', '29', '32']], ['61.152.25.213', ['54', '127', '32']], ['101.227.2.178', ['33', '34', '*']], ['101.226.7.200', ['29', '28', '27']]]"
172.24.52.71,219.144.162.162,"[['192.168.13.1', ['6', '5', '35']], ['10.1.1.1', ['9', '2', '1']], ['61.148.29.225', ['2', '2', '2']], ['61.148.153.149', ['3', '3', '8']], ['202.106.230.81', ['*', '4', '*']], ['219.158.112.38', ['21', '19', '19']], ['219.158.119.22', ['27', '30', '23']], ['1.85.253.86', ['22', '21', '23']], ['117.36.240.209', ['*', '221', '27']], ['1.85.15.22', ['32', '32', '36']], ['219.144.162.162', ['25', '23', '31']]]"
